cid,oid,did,o_start_time,o_end_time,d_start_time,d_end_time,o_during,d_during,v_value,s_value,c_value,o_set_len,d_set_len
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,63,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,330,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,63,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,63,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,63,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,63,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,332,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,332,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,102,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,102,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,63,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,63,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,105,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,63,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,63,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,63,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,63,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,63,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,63,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,63,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,63,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,63,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,63,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,63,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,63,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,63,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,102,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,63,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,63,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,102,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,102,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,330,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,63,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,332,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,63,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,63,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,63,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,102,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,332,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,105,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,63,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,102,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,63,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,63,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,102,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,332,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,63,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,63,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,330,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,63,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,331,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,280,29,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,332,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,280,29,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,332,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,332,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,290,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,63,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,281,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,330,283,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,63,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,63,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,102,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,63,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,331,288,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,63,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,102,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,286,29,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,345,285,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,338,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,345,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,332,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,345,284,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,338,29,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,286,29,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,286,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,59,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,345,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,338,284,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,277,288,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,341,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,286,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,63,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,59,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,345,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,338,289,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,59,29,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,63,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,345,29,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,59,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,338,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,286,29,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,341,29,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,338,29,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,345,29,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,286,284,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,343,29,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,63,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,330,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,286,285,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,334,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,63,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,336,333,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,63,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
60,328,27,2018-06-18,2018-12-30,2018-06-18,2018-12-30,196,196,0.00096,10.0771,0.09836,15,12
