od_id,type,x,y,gred_id,num,t,cid
1,2018-01-01 12:10:00,1084,2018-01-01 13:22:30,114,150
2,2018-01-01 12:10:00,1043,2018-01-01 13:22:30,115,182
3,2018-01-01 12:07:30,1085,2018-01-01 13:15:00,197,157
4,2018-01-01 12:05:00,1006,2018-01-01 13:15:00,194,129
5,2018-01-01 12:07:30,1043,2018-01-01 13:12:30,234,127
6,2018-01-01 12:05:00,1003,2018-01-01 13:25:00,116,118
7,2018-01-01 12:05:00,1083,2018-01-01 13:22:30,195,174
8,2018-01-01 12:07:30,1084,2018-01-01 13:20:00,237,143
9,2018-01-01 12:15:00,1043,2018-01-01 13:25:00,196,170
10,2018-01-01 12:15:00,1084,2018-01-01 13:20:00,116,125
11,2018-01-01 12:05:00,1003,2018-01-01 13:20:00,157,125
12,2018-01-01 12:15:00,1085,2018-01-01 13:25:00,116,179
13,2018-01-01 12:07:30,1004,2018-01-01 13:15:00,114,103
14,2018-01-01 12:07:30,1044,2018-01-01 13:17:30,115,124
15,2018-01-01 12:10:00,1086,2018-01-01 13:20:00,197,143
16,2018-01-01 12:10:00,1084,2018-01-01 13:22:30,155,157
17,2018-01-01 12:12:30,1046,2018-01-01 13:12:30,115,135
18,2018-01-01 12:02:30,1085,2018-01-01 13:25:00,196,150
19,2018-01-01 12:07:30,1043,2018-01-01 13:25:00,234,111
20,2018-01-01 12:15:00,1043,2018-01-01 13:10:00,195,122
21,2018-01-01 12:05:00,1003,2018-01-01 13:25:00,155,161
22,2018-01-01 12:10:00,1004,2018-01-01 13:25:00,197,158
23,2018-01-01 12:12:30,1004,2018-01-01 13:17:30,117,148
24,2018-01-01 12:07:30,1083,2018-01-01 13:10:00,114,151
25,2018-01-01 12:07:30,1084,2018-01-01 13:22:30,157,171
26,2018-01-01 12:10:00,1084,2018-01-01 13:20:00,117,130
27,2018-01-01 12:05:00,1044,2018-01-01 13:17:30,236,171
28,2018-01-01 12:02:30,1086,2018-01-01 13:15:00,154,196
29,2018-01-01 12:15:00,1085,2018-01-01 13:22:30,194,107
30,2018-01-01 12:02:30,1085,2018-01-01 13:15:00,115,187
31,2018-01-01 12:02:30,1005,2018-01-01 13:10:00,194,130
32,2018-01-01 12:15:00,1006,2018-01-01 13:22:30,157,128
33,2018-01-01 12:05:00,1004,2018-01-01 13:20:00,116,187
34,2018-01-01 12:10:00,1085,2018-01-01 13:25:00,237,143
35,2018-01-01 12:05:00,1006,2018-01-01 13:22:30,237,141
36,2018-01-01 12:07:30,1006,2018-01-01 13:15:00,197,126
37,2018-01-01 12:07:30,1004,2018-01-01 13:17:30,155,191
38,2018-01-01 12:05:00,1046,2018-01-01 13:12:30,115,199
39,2018-01-01 12:15:00,1046,2018-01-01 13:15:00,156,126
40,2018-01-01 12:15:00,1083,2018-01-01 13:22:30,155,163
41,2018-01-01 12:12:30,1084,2018-01-01 13:17:30,237,107
42,2018-01-01 12:12:30,1003,2018-01-01 13:25:00,195,103
43,2018-01-01 12:15:00,1085,2018-01-01 13:15:00,157,194
44,2018-01-01 12:07:30,1005,2018-01-01 13:22:30,236,166
45,2018-01-01 12:02:30,1003,2018-01-01 13:20:00,195,163
46,2018-01-01 12:15:00,1044,2018-01-01 13:22:30,115,132
47,2018-01-01 12:02:30,1085,2018-01-01 13:17:30,117,107
48,2018-01-01 12:10:00,1086,2018-01-01 13:25:00,156,125
49,2018-01-01 12:15:00,1085,2018-01-01 13:12:30,115,121
50,2018-01-01 12:15:00,1043,2018-01-01 13:25:00,157,148
51,2018-01-01 12:07:30,1085,2018-01-01 13:17:30,235,182
52,2018-01-01 12:12:30,1005,2018-01-01 13:17:30,155,103
53,2018-01-01 12:10:00,1044,2018-01-01 13:17:30,114,115
54,2018-01-01 12:12:30,1004,2018-01-01 13:22:30,155,116
55,2018-01-01 12:15:00,1085,2018-01-01 13:22:30,195,134
56,2018-01-01 12:02:30,1003,2018-01-01 13:25:00,154,107
57,2018-01-01 12:07:30,1044,2018-01-01 13:25:00,116,155
58,2018-01-01 12:10:00,1085,2018-01-01 13:20:00,236,185
59,2018-01-01 12:07:30,1046,2018-01-01 13:17:30,234,111
60,2018-01-01 12:15:00,1003,2018-01-01 13:17:30,194,103
61,2018-01-01 12:12:30,1083,2018-01-01 13:15:00,234,194
62,2018-01-01 12:12:30,1086,2018-01-01 13:17:30,197,114
63,2018-01-01 12:10:00,1044,2018-01-01 13:22:30,237,188
64,2018-01-01 12:12:30,1003,2018-01-01 13:10:00,236,151
65,2018-01-01 12:05:00,1083,2018-01-01 13:17:30,236,183
66,2018-01-01 12:12:30,1043,2018-01-01 13:25:00,197,180
67,2018-01-01 12:07:30,1003,2018-01-01 13:17:30,156,173
68,2018-01-01 12:12:30,1044,2018-01-01 13:10:00,194,191
69,2018-01-01 12:10:00,1086,2018-01-01 13:22:30,117,172
70,2018-01-01 12:15:00,1004,2018-01-01 13:20:00,155,194
71,2018-01-01 12:10:00,1085,2018-01-01 13:10:00,154,176
72,2018-01-01 12:10:00,1044,2018-01-01 13:20:00,196,174
73,2018-01-01 12:10:00,1086,2018-01-01 13:22:30,195,159
74,2018-01-01 12:10:00,1083,2018-01-01 13:25:00,115,143
75,2018-01-01 12:05:00,1083,2018-01-01 13:15:00,194,124
76,2018-01-01 12:07:30,1086,2018-01-01 13:25:00,117,152
77,2018-01-01 12:12:30,1086,2018-01-01 13:17:30,114,198
78,2018-01-01 12:07:30,1005,2018-01-01 13:12:30,156,182
79,2018-01-01 12:05:00,1005,2018-01-01 13:20:00,195,172
80,2018-01-01 12:05:00,1086,2018-01-01 13:17:30,155,150
81,2018-01-01 12:12:30,1006,2018-01-01 13:12:30,196,146
82,2018-01-01 12:15:00,1043,2018-01-01 13:22:30,114,183
83,2018-01-01 12:10:00,1084,2018-01-01 13:15:00,154,138
84,2018-01-01 12:05:00,1005,2018-01-01 13:20:00,196,119
85,2018-01-01 12:12:30,1006,2018-01-01 13:12:30,114,143
86,2018-01-01 12:02:30,1004,2018-01-01 13:15:00,154,131
87,2018-01-01 12:10:00,1086,2018-01-01 13:17:30,234,133
88,2018-01-01 12:10:00,1085,2018-01-01 13:10:00,236,178
89,2018-01-01 12:02:30,1086,2018-01-01 13:22:30,197,173
90,2018-01-01 12:10:00,1043,2018-01-01 13:10:00,116,176
91,2018-01-01 12:02:30,1043,2018-01-01 13:10:00,235,199
92,2018-01-01 12:07:30,1084,2018-01-01 13:12:30,236,123
93,2018-01-01 12:02:30,1044,2018-01-01 13:15:00,116,131
94,2018-01-01 12:12:30,1046,2018-01-01 13:25:00,196,104
95,2018-01-01 12:07:30,1003,2018-01-01 13:22:30,154,192
96,2018-01-01 12:05:00,1086,2018-01-01 13:22:30,196,129
97,2018-01-01 12:07:30,1044,2018-01-01 13:15:00,197,123
98,2018-01-01 12:10:00,1084,2018-01-01 13:22:30,236,196
99,2018-01-01 12:15:00,1084,2018-01-01 13:20:00,236,192
100,2018-01-01 12:12:30,1003,2018-01-01 13:25:00,114,180
101,2018-01-01 12:05:00,1006,2018-01-01 13:25:00,194,107
102,2018-01-01 12:10:00,1003,2018-01-01 13:10:00,236,183
103,2018-01-01 12:15:00,1085,2018-01-01 13:22:30,115,161
104,2018-01-01 12:15:00,1083,2018-01-01 13:10:00,196,128
105,2018-01-01 12:10:00,1006,2018-01-01 13:22:30,114,180
106,2018-01-01 12:07:30,1005,2018-01-01 13:20:00,116,156
107,2018-01-01 12:10:00,1003,2018-01-01 13:22:30,236,108
108,2018-01-01 12:10:00,1004,2018-01-01 13:10:00,196,166
109,2018-01-01 12:10:00,1003,2018-01-01 13:12:30,114,146
110,2018-01-01 12:02:30,1004,2018-01-01 13:22:30,157,162
111,2018-01-01 12:15:00,1084,2018-01-01 13:10:00,196,174
112,2018-01-01 12:02:30,1046,2018-01-01 13:15:00,116,122
113,2018-01-01 12:07:30,1085,2018-01-01 13:22:30,115,161
114,2018-01-01 12:15:00,1005,2018-01-01 13:12:30,154,189
